customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Churn_Original,AverageChargePerMonth,ChargeDifference,IncreaseInCharge,TotalServices,HasInternet,HasPhone,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_0-12,TenureGroup_12-24,TenureGroup_24-48,TenureGroup_48-60,TenureGroup_60+,ChargeCategory_Low,ChargeCategory_Medium,ChargeCategory_High
8807-ARQET,No,41,40.35,1677.85,0,No,40.923170731707316,-0.5731707317073145,0,2,1,0,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
8992-CEUEN,No,1,18.85,18.85,0,No,18.85,0.0,0,1,0,1,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
4320-QMLLA,No,7,54.85,370.4,0,No,52.91428571428571,1.9357142857142904,1,2,1,1,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
8777-PVYGU,No,52,64.3,3410.6,0,No,65.58846153846153,-1.288461538461533,0,4,1,1,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
8292-ITGYJ,No,45,24.65,1138.8,0,No,25.306666666666665,-0.6566666666666663,0,2,0,1,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False
6870-ZWMNX,No,70,76.1,5264.25,0,No,75.20357142857142,0.8964285714285722,1,6,1,1,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True
0621-CXBKL,No,53,18.7,1005.7,0,No,18.975471698113207,-0.2754716981132077,0,1,0,1,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False
5268-DSMNQ,Yes,62,97.95,5936.55,0,No,95.7508064516129,2.1991935483871003,1,5,1,1,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
5334-JLAXU,No,60,94.1,5475.9,0,No,91.265,2.8349999999999937,1,5,1,1,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
4086-YQSNZ,Yes,3,80.4,224.05,1,Yes,74.68333333333334,5.716666666666669,1,2,1,1,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
6242-MBHPK,Yes,23,95.1,2326.05,0,No,101.13260869565218,-6.032608695652186,0,4,1,1,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
5868-CZJDR,No,1,31.35,31.35,1,Yes,31.35,0.0,0,1,1,0,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
9359-UGBTK,No,67,72.35,4991.5,0,No,74.5,-2.1500000000000057,0,5,1,1,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0135-NMXAP,No,12,89.75,1052.4,1,Yes,87.7,2.049999999999997,1,4,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
4782-OSFXZ,Yes,71,82.7,5831.2,0,No,82.12957746478872,0.5704225352112786,1,7,1,1,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True
6479-OAUSD,No,25,19.9,510.8,0,No,20.432000000000002,-0.5320000000000036,0,1,0,1,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
7129-ACFOG,No,5,53.8,283.95,0,No,56.79,-2.990000000000002,0,3,1,1,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
4189-NAKJS,No,26,51.55,1295.4,0,No,49.823076923076925,1.7269230769230717,1,2,1,1,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
5562-BETPV,No,1,19.65,19.65,0,No,19.65,0.0,0,1,0,1,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
1282-IHQAC,Yes,70,44.05,3011.65,0,No,43.02357142857143,1.0264285714285677,1,3,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
9127-FHJBZ,No,72,114.0,8093.15,0,No,112.4048611111111,1.595138888888897,1,8,1,1,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True
6270-OMFIW,No,60,94.4,5610.25,1,Yes,93.50416666666666,0.8958333333333428,1,4,1,1,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
1641-RQDAY,Yes,32,100.4,3217.65,0,No,100.5515625,-0.15156249999999716,0,5,1,1,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0107-WESLM,No,1,19.85,19.85,1,Yes,19.85,0.0,0,1,0,1,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
6994-ORCWG,No,14,54.25,773.2,0,No,55.228571428571435,-0.9785714285714349,0,3,1,1,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
1346-UFHAX,No,13,80.0,1029.35,0,No,79.18076923076923,0.8192307692307708,1,3,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
3992-YWPKO,No,6,109.9,669.45,1,Yes,111.575,-1.6749999999999972,0,7,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
2933-XEUJM,No,46,79.2,3593.8,0,No,78.12608695652175,1.0739130434782567,1,6,1,1,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0125-LZQXK,No,15,101.35,1553.95,1,Yes,103.59666666666666,-2.2466666666666697,0,5,1,1,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
5461-QKNTN,Yes,43,94.3,3953.15,0,No,91.93372093023255,2.366279069767444,1,5,1,1,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
4835-YSJMR,No,39,49.8,1971.15,0,No,50.542307692307695,-0.7423076923076977,0,2,1,1,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False
8399-YNDCH,Yes,21,60.05,1236.15,1,Yes,58.86428571428572,1.1857142857142762,1,3,1,1,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
3164-YAXFY,No,57,53.75,3196.0,0,No,56.07017543859649,-2.3201754385964932,0,4,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
0887-WBJVH,No,53,93.45,4872.2,0,No,91.92830188679245,1.5216981132075489,1,4,1,1,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
4660-IRIBM,No,18,87.9,1500.5,0,No,83.36111111111111,4.538888888888891,1,4,1,1,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
5673-FSSMF,No,1,60.15,60.15,1,Yes,60.15,0.0,0,3,1,1,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
7670-ZBPOQ,No,58,61.05,3478.75,0,No,59.97844827586207,1.071551724137926,1,4,1,1,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
8089-UZWLX,Yes,71,104.05,7413.55,0,No,104.41619718309859,-0.36619718309859195,0,5,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
0080-OROZO,No,35,99.25,3532.0,0,No,100.91428571428571,-1.664285714285711,0,5,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
3916-NRPAP,No,3,85.7,256.75,0,No,85.58333333333333,0.11666666666667425,1,3,1,1,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
6807-SIWJI,No,38,104.85,3887.25,0,No,102.29605263157895,2.553947368421049,1,6,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
8221-HVAYI,No,35,69.15,2490.15,0,No,71.14714285714285,-1.9971428571428476,0,6,1,1,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1579-KLYDT,No,7,90.45,593.45,1,Yes,84.77857142857144,5.671428571428564,1,4,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
5232-NXPAY,No,47,74.45,3510.3,0,No,74.6872340425532,-0.23723404255319736,0,5,1,1,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True
8967-SZQAS,No,14,50.45,765.45,0,No,54.675000000000004,-4.225000000000001,0,2,1,1,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
4468-KAZHE,Yes,20,60.0,1259.35,0,No,62.967499999999994,-2.967499999999994,0,3,1,1,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0455-ENTCR,No,66,85.25,5538.35,0,No,83.91439393939395,1.3356060606060538,1,7,1,1,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True
8944-AILEF,No,15,19.45,340.85,0,No,22.723333333333336,-3.273333333333337,0,1,0,1,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
5542-NKVRU,No,42,20.75,844.45,0,No,20.10595238095238,0.644047619047619,1,1,0,1,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False
7126-RBHSD,No,17,78.9,1348.95,0,No,79.35000000000001,-0.45000000000000284,0,3,1,1,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
5370-IIVVL,No,37,104.5,3778.0,0,No,102.10810810810811,2.3918918918918877,1,6,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
6789-HJBWG,No,12,49.4,611.65,0,No,50.97083333333333,-1.5708333333333329,0,2,1,1,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
3927-NLNRY,No,53,94.25,4867.95,1,Yes,91.84811320754717,2.401886792452828,1,4,1,1,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
9087-EYCPR,No,60,25.0,1505.05,0,No,25.084166666666665,-0.08416666666666472,0,2,0,1,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False
6791-YBNAK,No,18,25.55,467.85,0,No,25.991666666666667,-0.44166666666666643,0,0,1,0,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
6358-LYNGM,No,1,74.9,74.9,1,Yes,74.9,0.0,0,2,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
6077-BDPXA,No,3,70.15,194.2,0,No,64.73333333333333,5.416666666666671,1,1,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0013-MHZWF,No,9,69.4,571.45,0,No,63.49444444444445,5.9055555555555586,1,4,1,1,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
5494-HECPR,No,1,80.25,80.25,1,Yes,80.25,0.0,0,2,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
8268-YDIXR,No,56,93.15,5253.95,0,No,93.82053571428571,-0.6705357142857054,0,5,1,1,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
9824-BEMCV,No,17,69.0,1149.65,1,Yes,67.62647058823529,1.3735294117647072,1,1,1,1,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1373-ORVIZ,No,11,66.35,740.8,1,Yes,67.34545454545454,-0.9954545454545496,0,4,1,1,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
4291-SHSBH,No,7,69.55,521.35,0,No,74.47857142857143,-4.928571428571431,0,1,1,1,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
6980-IMXXE,No,69,20.2,1412.65,0,No,20.473188405797103,-0.2731884057971037,0,1,0,1,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
9866-QEVEE,No,19,86.0,1532.45,1,Yes,80.65526315789474,5.344736842105263,1,3,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
9897-KXHCM,No,3,80.3,250.05,1,Yes,83.35000000000001,-3.0500000000000114,0,2,1,1,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0040-HALCW,No,54,20.4,1090.6,0,No,20.196296296296296,0.2037037037037024,1,1,0,1,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False
0784-GTUUK,No,62,23.75,1446.8,0,No,23.335483870967742,0.41451612903225765,1,2,0,1,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
7979-CORPM,No,24,90.55,2282.55,1,Yes,95.10625,-4.556250000000006,0,4,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
2294-DMMUS,No,62,70.45,4300.45,0,No,69.36209677419355,1.087903225806457,1,4,1,1,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
0872-JCPIB,No,17,65.75,1111.2,0,No,65.36470588235295,0.38529411764704946,1,4,1,1,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
3055-MJDSB,No,9,24.6,190.1,0,No,21.12222222222222,3.4777777777777814,1,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
9091-WTUUY,No,64,69.25,4447.75,0,No,69.49609375,-0.24609375,0,5,1,1,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False
1618-CFHME,No,2,75.9,143.35,1,Yes,71.675,4.2250000000000085,1,2,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
3165-HDOEW,No,1,45.85,45.85,1,Yes,45.85,0.0,0,1,1,1,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
6581-NQCBA,No,16,49.95,810.2,1,Yes,50.6375,-0.6875,0,3,1,0,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
7115-IRDHS,No,72,24.65,1830.05,0,No,25.41736111111111,-0.7673611111111107,0,2,0,1,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
8496-DMZUK,No,30,90.4,2820.65,0,No,94.02166666666668,-3.6216666666666697,0,5,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
2040-VZIKE,No,49,100.85,4847.35,0,No,98.92551020408165,1.9244897959183476,1,5,1,1,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
9068-VPWQQ,No,61,75.35,4729.3,0,No,77.52950819672131,-2.179508196721315,0,6,1,1,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True
0178-SZBHO,No,47,87.2,4017.45,0,No,85.47765957446808,1.7223404255319252,1,4,1,1,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0384-RVBPI,No,20,64.4,1398.6,0,No,69.92999999999999,-5.529999999999987,0,4,1,1,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
1689-MRZQR,No,34,78.3,2564.3,1,Yes,75.42058823529412,2.8794117647058783,1,2,1,1,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
1299-AURJA,No,70,24.7,1685.9,0,No,24.084285714285716,0.615714285714283,1,2,0,1,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
4525-VZCZG,No,54,105.85,5826.65,0,No,107.90092592592592,-2.050925925925924,0,6,1,1,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
1543-LLLFT,Yes,61,98.3,6066.55,0,No,99.4516393442623,-1.151639344262307,0,6,1,1,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
5835-BEQEU,No,3,76.95,228.4,1,Yes,76.13333333333334,0.8166666666666629,1,2,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2788-CJQAQ,No,13,19.45,270.2,0,No,20.784615384615385,-1.334615384615386,0,1,0,1,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
5565-FILXA,Yes,16,96.15,1529.2,1,Yes,95.575,0.5750000000000028,1,4,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0319-QZTCO,No,3,58.7,168.6,0,No,56.199999999999996,2.500000000000007,1,3,1,1,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
2120-SMPEX,No,25,20.15,536.35,0,No,21.454,-1.304000000000002,0,1,0,1,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
0096-FCPUF,No,30,64.5,1888.45,0,No,62.94833333333334,1.5516666666666623,1,4,1,1,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
0668-OGMHD,No,21,28.5,629.35,0,No,29.969047619047622,-1.4690476190476218,0,1,1,0,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
5552-ZNFSJ,No,1,45.3,45.3,1,Yes,45.3,0.0,0,1,1,1,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
2223-KAGMX,No,15,19.4,289.3,1,Yes,19.28666666666667,0.11333333333332973,1,1,0,1,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
6507-ZJSUR,Yes,23,90.45,2117.25,0,No,92.05434782608695,-1.6043478260869506,0,3,1,1,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
9408-HRXRK,No,45,105.15,4730.9,0,No,105.1311111111111,0.018888888888909605,1,6,1,1,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
5593-SUAOO,No,24,83.15,2033.05,0,No,84.71041666666666,-1.5604166666666544,0,4,1,1,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
7321-PKUYW,No,11,90.15,987.95,1,Yes,89.81363636363636,0.3363636363636431,1,4,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
2833-SLKDQ,No,1,45.05,45.05,1,Yes,45.05,0.0,0,1,1,1,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
